decision_id,item_id,item_type,domain,decision_status,evidence_level,source_artifact,strata,sample_size_warning,causal_availability,leakage_risk,decision_rationale,next_allowed_action
DEC-WCT-FOEHN-001,WCT-FOEHN-001,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"foehn pathway type, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-002,WCT-FOEHN-002,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"collapse rate, onset hour, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-003,WCT-FOEHN-003,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"collapse hour, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-004,WCT-FOEHN-004,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"month, foehn_score bins","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-005,WCT-FOEHN-005,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"consecutive foehn days, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-006,WCT-FOEHN-006,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"cloud trend, dewpoint trend, CP","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-007,WCT-FOEHN-007,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"precip flag + NW flag, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-008,WCT-FOEHN-008,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"backing/veering, morning hours, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-009,WCT-FOEHN-009,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"sector, Tmax anomaly, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-010,WCT-FOEHN-010,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"month, foehn_score, Tmax anomaly","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-011,WCT-FOEHN-011,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"regime, cloud signal, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-012,WCT-FOEHN-012,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"regime, dewpoint depression, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-013,WCT-FOEHN-013,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"CP, dewpoint collapse, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-014,WCT-FOEHN-014,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"QNH anomaly, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-FOEHN-015,WCT-FOEHN-015,thesis,FOEHN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,"recovery rate, foehn end hour, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-001,WCT-RAIN-001,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"rain timing window, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-002,WCT-RAIN-002,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"clearing rate, clearing start hour, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-003,WCT-RAIN-003,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"D-1 precip, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-004,WCT-RAIN-004,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"precip intensity, wind sector, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-005,WCT-RAIN-005,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"wind sector during rain, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-006,WCT-RAIN-006,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, clearing lag","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-007,WCT-RAIN-007,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"clearing duration, rain intensity, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-008,WCT-RAIN-008,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"3-day cumulative, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-009,WCT-RAIN-009,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, frontal passage hour","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-010,WCT-RAIN-010,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"clearing time bin, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-011,WCT-RAIN-011,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"precip type proxy, wind sector, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-012,WCT-RAIN-012,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"rain sequence, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-013,WCT-RAIN-013,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"pressure rise rate, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-014,WCT-RAIN-014,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"recovery rate threshold, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-RAIN-015,WCT-RAIN-015,thesis,RAIN,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, post-clearing Tmax anomaly","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-001,WCT-CLOUD-001,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"cloud base height, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-002,WCT-CLOUD-002,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, cloud base distribution","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-003,WCT-CLOUD-003,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"cloud trend direction, clearing time, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-004,WCT-CLOUD-004,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, cloud base","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-005,WCT-CLOUD-005,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"fog flag, NW wind, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-006,WCT-CLOUD-006,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"base height, wind sector, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-007,WCT-CLOUD-007,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, cloud base height","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-008,WCT-CLOUD-008,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"clear flag, regime, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-009,WCT-CLOUD-009,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"clearing time relative to solar noon, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-010,WCT-CLOUD-010,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, regime, cloud persistence rate","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-011,WCT-CLOUD-011,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"NW flow + partial cloud, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-012,WCT-CLOUD-012,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"layer count, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-013,WCT-CLOUD-013,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"cloud base trend, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-014,WCT-CLOUD-014,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, convective flag","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CLOUD-015,WCT-CLOUD-015,thesis,CLOUD,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"CB flag, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-001,WCT-PRES-001,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"tide-corrected trend, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-002,WCT-PRES-002,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"QNH level, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-003,WCT-PRES-003,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"pressure rise rate, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-004,WCT-PRES-004,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, regime, QNH anomaly","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-005,WCT-PRES-005,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,trend,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-006,WCT-PRES-006,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"regime, pressure profile shape","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-007,WCT-PRES-007,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"trend window length, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-009,WCT-PRES-009,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, QNH percentile","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-010,WCT-PRES-010,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"stabilization rate, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-011,WCT-PRES-011,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"QNH trend sign, wind sector, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-PRES-012,WCT-PRES-012,thesis,PRES,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"12h delta, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-001,WCT-HUM-001,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, regime, Td anomaly","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-002,WCT-HUM-002,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, wind sector, dewpoint level","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-003,WCT-HUM-003,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"RH, T, wind sector, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
